"KARKAMIS_a4b",NULL,"MAGNUS.TONITRUS","1100","900","Karkemis","Karkemis"
"KARKAMIS_a4b",NULL,"x-pa VIR-ti-sa","1100","900","Karkemis","Karkemis"
